公告,#genre#
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8$LR•IPV4『线路5』
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$LR•IPV4『线路6』
CCTV3,http://23.237.228.134/live5/CCTV3.m3u8$LR•IPV4『线路7』
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$LR•IPV4『线路8』
CCTV3,http://120.238.94.10:9901/tsfile/live/1020_1.m3u8$LR•IPV4『线路9』
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4『线路1』
CCTV4,http://183.11.239.36:808/hls/22/index.m3u8$LR•IPV4『线路2』
CCTV4,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8$LR•IPV4『线路3』
CCTV4,http://183.11.239.36:808/hls/77/index.m3u8$LR•IPV4『线路4』
CCTV4,http://123.130.84.106:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$LR•IPV4『线路6』
CCTV4,http://120.238.94.10:9901/tsfile/live/1021_1.m3u8$LR•IPV4『线路7』
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8$LR•IPV4『线路8』
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8$LR•IPV4『线路9』
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$LR•IPV4『线路10』
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8$LR•IPV4『线路1』
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8$LR•IPV4『线路2』
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4『线路3』
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$LR•IPV4『线路4』
CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8$LR•IPV4『线路5』
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4『线路6』
CCTV5,http://23.237.228.134/live5/CCTV5p.m3u8$LR•IPV4『线路7』
CCTV5,http://23.237.228.134/live5/CCTV5.m3u8$LR•IPV4『线路8』
CCTV5,http://27.41.245.32:801/hls/5/index.m3u8$LR•IPV4『线路9』
CCTV5,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8$LR•IPV4『线路10』
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub$LR•IPV4『线路11』
CCTV5+,http://74.91.26.218:82/live/cctv5p.m3u8$LR•IPV4『线路1』
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8$LR•IPV4『线路2』
CCTV5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4『线路3』
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8$LR•IPV4『线路4』
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
CCTV5+,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8$LR•IPV4『线路6』
CCTV5+,http://120.238.94.82:9901/tsfile/live/1030_1.m3u8$LR•IPV4『线路7』
CCTV5+,http://120.211.62.180:8000/hls/18/index.m3u8$LR•IPV4『线路8』
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$LR•IPV4『线路9』
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4『线路10』
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8$LR•IPV4『线路11』
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4『线路12』
CCTV5+,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/600/index.m3u8?msisdn=202601140802389fee40f767634affae86d7ba5c1f2df5&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260114080238&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=218.28.233.106&SecurityKey=20260114080238&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=254345c29fdec82abd6779270edb1d83&sv=10004&ct=android$LR•IPV4『线路13』
CCTV6,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路1』
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4『线路2』
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$LR•IPV4『线路3』
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路4』
CCTV6,http://59.39.89.130:60901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$LR•IPV4『线路6』
CCTV6,http://27.41.245.32:801/hls/6/index.m3u8$LR•IPV4『线路7』
CCTV6,http://182.150.23.74:808/hls/6/index.m3u8$LR•IPV4『线路8』
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4『线路1』
CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8$LR•IPV4『线路2』
CCTV7,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4『线路3』
CCTV7,http://101.66.198.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路4』
CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$LR•IPV4『线路6』
CCTV7,http://23.237.228.134/live5/CCTV7.m3u8$LR•IPV4『线路7』
CCTV7,http://120.238.94.10:9901/tsfile/live/1025_1.m3u8$LR•IPV4『线路8』
CCTV7,http://27.41.245.32:801/hls/7/index.m3u8$LR•IPV4『线路9』
CCTV7,http://gfr.x3322.net:9901/tsfile/live/1072_1.m3u8$LR•IPV4『线路10』
CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8$LR•IPV4『线路1』
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8$LR•IPV4『线路2』
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$LR•IPV4『线路3』
CCTV8,http://112.46.85.60:8009/hls/8/index.m3u8$LR•IPV4『线路4』
CCTV8,http://123.130.84.106:8154/tsfile/live/0008_1.m3u8$LR•IPV4『线路5』
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$LR•IPV4『线路6』
CCTV8,http://27.41.245.32:801/hls/8/index.m3u8$LR•IPV4『线路7』
CCTV8,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8$LR•IPV4『线路8』
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$LR•IPV4『线路9』
CCTV8,http://iptv77.iptv66.eu.org:35455/gaoma/cctv8.m3u8$LR•IPV4『线路10』
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4『线路1』
CCTV9,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8$LR•IPV4『线路2』
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$LR•IPV4『线路3』
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8$LR•IPV4『线路4』
CCTV9,http://123.130.84.106:8154/tsfile/live/0009_1.m3u8$LR•IPV4『线路5』
CCTV9,http://23.237.228.134/live5/CCTV9.m3u8$LR•IPV4『线路6』
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$LR•IPV4『线路7』
CCTV9,http://27.41.245.32:801/hls/9/index.m3u8$LR•IPV4『线路8』
CCTV9,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8$LR•IPV4『线路9』
CCTV10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8$LR•IPV4『线路1』
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4『线路2』
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4『线路3』
CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8$LR•IPV4『线路4』
CCTV10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$LR•IPV4『线路6』
CCTV10,http://23.237.228.134/live5/CCTV10.m3u8$LR•IPV4『线路7』
CCTV10,http://27.41.245.32:801/hls/10/index.m3u8$LR•IPV4『线路8』
CCTV10,http://120.238.94.10:9901/tsfile/live/1028_1.m3u8$LR•IPV4『线路9』
CCTV10,http://120.211.62.180:8000/hls/10/index.m3u8$LR•IPV4『线路10』
CCTV11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$LR•IPV4『线路1』
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4『线路2』
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$LR•IPV4『线路3』
CCTV11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$LR•IPV4『线路4』
CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8$LR•IPV4『线路5』
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$LR•IPV4『线路6』
CCTV11,http://69.30.246.194/live/cctv11.m3u8$LR•IPV4『线路7』
CCTV11,http://120.238.94.10:9901/tsfile/live/1029_1.m3u8$LR•IPV4『线路8』
CCTV11,http://120.211.62.180:8000/hls/11/index.m3u8$LR•IPV4『线路9』
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8$LR•IPV4『线路10』
CCTV12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8$LR•IPV4『线路1』
CCTV12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8$LR•IPV4『线路2』
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$LR•IPV4『线路3』
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4『线路4』
CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8$LR•IPV4『线路5』
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路6』
CCTV12,http://23.237.228.134/live3/CCTV12.m3u8$LR•IPV4『线路7』
CCTV12,http://69.30.246.194/live/cctv12.m3u8$LR•IPV4『线路8』
CCTV12,http://120.238.94.10:9901/tsfile/live/1030_1.m3u8$LR•IPV4『线路9』
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4『线路10』
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4『线路1』
CCTV13,http://183.11.239.36:808/hls/31/index.m3u8$LR•IPV4『线路2』
CCTV13,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路3』
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8$LR•IPV4『线路4』
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路5』
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$LR•IPV4『线路6』
CCTV13,http://120.211.62.180:8000/hls/13/index.m3u8$LR•IPV4『线路7』
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4『线路8』
CCTV14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路1』
CCTV14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路2』
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4『线路3』
CCTV14,http://123.130.84.106:8154/tsfile/live/0014_1.m3u8$LR•IPV4『线路4』
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路5』
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$LR•IPV4『线路6』
CCTV14,http://69.30.246.194/live/cctv14.m3u8$LR•IPV4『线路7』
CCTV14,http://23.237.228.134/live3/CCTV14.m3u8$LR•IPV4『线路8』
CCTV14,http://27.41.245.32:801/hls/14/index.m3u8$LR•IPV4『线路9』
CCTV14,http://120.211.62.180:8000/hls/14/index.m3u8$LR•IPV4『线路10』
CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8$LR•IPV4『线路1』
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8$LR•IPV4『线路2』
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8$LR•IPV4『线路3』
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$LR•IPV4『线路4』
CCTV15,http://101.66.198.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$LR•IPV4『线路6』
CCTV15,http://23.237.228.134/live3/CCTV15.m3u8$LR•IPV4『线路7』
CCTV15,http://69.30.246.194/live/cctv15.m3u8$LR•IPV4『线路8』
CCTV15,http://120.211.62.180:8000/hls/15/index.m3u8$LR•IPV4『线路9』
CCTV15,http://38.75.136.137:98/gslb/dsdqca/cctv15hd.m3u8?auth=test20251009$LR•IPV4『线路10』
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$LR•IPV4『线路1』
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$LR•IPV4『线路2』
CCTV16,http://69.30.246.194/live/cctv16.m3u8$LR•IPV4『线路3』
CCTV16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8$LR•IPV4『线路4』
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$LR•IPV4『线路5』
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$LR•IPV4『线路1』
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$LR•IPV4『线路2』
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8$LR•IPV4『线路3』
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$LR•IPV4『线路5』
CCTV17,http://23.237.228.134/live3/CCTV17.m3u8$LR•IPV4『线路6』
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$LR•IPV4『线路7』
CCTV17,http://120.211.62.180:8000/hls/17/index.m3u8$LR•IPV4『线路8』
CCTV第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8$LR•IPV4『线路1』
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$LR•IPV4『线路2』
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$LR•IPV4
CCTV风云足球,http://27.41.245.32:801/hls/906/index.m3u8$LR•IPV4『线路1』
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$LR•IPV4『线路2』
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$LR•IPV4『线路3』
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$LR•IPV4
CCTV世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8$LR•IPV4『线路1』
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$LR•IPV4『线路2』
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$LR•IPV4『线路1』
CCTV女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4『线路2』
📡  卫视频道,#genre#
凤凰资讯,p3p://focus169.org:25271/68b0665c0002e72fcb015310459b5b02$LR•IPV4
凤凰中文,p3p://focus169.org:25271/6884d6010003149c20d695cc31c54300$LR•IPV4
湖南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EIGb_ib7rnBX9_sANRKq9sg%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003873458%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007253514_0%2CEND&GuardEncType=2$LR•IPV6『线路1』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4『线路2』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4『线路3』
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$LR•IPV4『线路4』
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8$LR•IPV4『线路5』
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8$LR•IPV4『线路6』
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$LR•IPV4『线路7』
湖南卫视,http://69.30.246.194/live/hnws.m3u8$LR•IPV4『线路8』
湖南卫视,http://23.237.228.134/live6/hunan.m3u8$LR•IPV4『线路9』
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8$LR•IPV4『线路10』
湖南卫视,rtp://239.3.1.112:3002$LR•IPV4『线路11』
浙江卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226899/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETYfTgTra_pUx2cPrgZ_BDw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6『线路1』
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路2』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路3』
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$LR•IPV4『线路4』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4『线路5』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$LR•IPV4『线路6』
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8$LR•IPV4『线路7』
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$LR•IPV4『线路8』
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8$LR•IPV4『线路9』
浙江卫视,http://69.30.246.194/live/zjws.m3u8$LR•IPV4『线路10』
浙江卫视,rtp://239.3.1.114:3004$LR•IPV4『线路11』
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6『线路1』
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8$LR•IPV4『线路2』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4『线路3』
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$LR•IPV4『线路4』
东方卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8$LR•IPV4『线路5』
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8$LR•IPV4『线路6』
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$LR•IPV4『线路7』
东方卫视,http://23.237.228.134/live6/dongnan.m3u8$LR•IPV4『线路8』
东方卫视,http://69.30.246.194/live/dfws.m3u8$LR•IPV4『线路9』
东方卫视,rtp://239.3.1.119:3006$LR•IPV4『线路10』
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6『线路1』
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$LR•IPV4『线路2』
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8$LR•IPV4『线路3』
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8$LR•IPV4『线路4』
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8$LR•IPV4『线路5』
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8$LR•IPV4『线路6』
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8$LR•IPV4『线路7』
北京卫视,http://23.237.228.134/live3/beijing.m3u8$LR•IPV4『线路8』
北京卫视,http://120.211.62.180:8000/hls/35/index.m3u8$LR•IPV4『线路9』
北京卫视,rtp://239.3.1.22:8001$LR•IPV4『线路10』
江苏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226897/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0BmO6uHF7WFoTed__Xr3NQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6『线路1』
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8$LR•IPV4『线路2』
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8$LR•IPV4『线路3』
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8$LR•IPV4『线路4』
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8$LR•IPV4『线路5』
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8$LR•IPV4『线路6』
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8$LR•IPV4『线路7』
江苏卫视,http://69.30.246.194/live/jsws.m3u8$LR•IPV4『线路8』
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8$LR•IPV4『线路9』
江苏卫视,http://60.16.0.216:5757/hls/24/index.m3u8$LR•IPV4『线路10』
江苏卫视,rtp://239.3.1.113:3003$LR•IPV4『线路11』
江西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ei6ZIpVizXlewg-YfGvH8dA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6『线路1』
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8$LR•IPV4『线路2』
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路3』
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路4』
江西卫视,http://36.32.174.67:60080/newlive/live/hls/31/live.m3u8$LR•IPV4『线路5』
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路6』
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8$LR•IPV4『线路7』
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8$LR•IPV4『线路8』
